"","module_category","component_category","year.month.repair.","TotalCount","RepairCount"
"2418","M4","P05","2007/7",12,12
"2419","M4","P05","2007/8",11,11
"2420","M4","P05","2007/9",14,14
"2421","M4","P05","2008/1",5,5
"2422","M4","P05","2008/2",4,4
"2423","M4","P05","2008/3",6,6
"2424","M4","P05","2008/4",5,5
"2425","M4","P05","2008/5",1,1
"2426","M4","P05","2008/6",1,1
"2427","M4","P05","2008/7",2,2
"2428","M4","P05","2008/8",1,1
"2429","M4","P05","2008/9",2,2
"2430","M4","P05","2009/1",1,1
"2431","M4","P05","2009/11",1,1
"2432","M4","P05","2009/3",2,2
"2433","M4","P05","2009/5",1,1
"2434","M4","P05","2009/9",1,1
"2435","M4","P06","2005/10",278,282
"2436","M4","P06","2005/11",304,316
"2437","M4","P06","2005/12",195,204
"2438","M4","P06","2005/3",31,31
"2439","M4","P06","2005/4",70,72
"2440","M4","P06","2005/5",81,82
"2441","M4","P06","2005/6",78,79
"2442","M4","P06","2005/7",118,119
"2443","M4","P06","2005/8",161,162
"2444","M4","P06","2005/9",244,250
"2445","M4","P06","2006/1",233,240
"2446","M4","P06","2006/10",552,579
"2447","M4","P06","2006/11",637,668
"2448","M4","P06","2006/12",603,622
"2449","M4","P06","2006/2",196,202
"2450","M4","P06","2006/3",295,309
"2451","M4","P06","2006/4",364,384
"2452","M4","P06","2006/5",336,355
"2453","M4","P06","2006/6",402,423
"2454","M4","P06","2006/7",382,397
"2455","M4","P06","2006/8",318,326
"2456","M4","P06","2006/9",431,450
"2457","M4","P06","2007/1",485,498
"2458","M4","P06","2007/10",359,368
"2459","M4","P06","2007/11",367,374
"2460","M4","P06","2007/12",322,328
"2461","M4","P06","2007/2",552,564
"2462","M4","P06","2007/3",610,622
"2463","M4","P06","2007/4",523,527
"2464","M4","P06","2007/5",376,385
"2465","M4","P06","2007/6",402,405
"2466","M4","P06","2007/7",382,387
"2467","M4","P06","2007/8",368,372
"2468","M4","P06","2007/9",343,346
"2469","M4","P06","2008/1",282,288
"2470","M4","P06","2008/10",29,29
"2471","M4","P06","2008/11",47,48
"2472","M4","P06","2008/12",38,38
"2473","M4","P06","2008/2",190,193
"2474","M4","P06","2008/3",171,178
"2475","M4","P06","2008/4",107,109
"2476","M4","P06","2008/5",62,65
"2477","M4","P06","2008/6",53,53
"2478","M4","P06","2008/7",27,28
"2479","M4","P06","2008/8",45,45
"2480","M4","P06","2008/9",31,31
"2481","M4","P06","2009/1",29,29
"2482","M4","P06","2009/10",8,8
"2483","M4","P06","2009/11",18,18
"2484","M4","P06","2009/12",24,25
"2485","M4","P06","2009/2",16,16
"2486","M4","P06","2009/3",27,27
"2487","M4","P06","2009/4",17,18
"2488","M4","P06","2009/5",12,12
"2489","M4","P06","2009/6",12,12
"2490","M4","P06","2009/7",13,13
"2491","M4","P06","2009/8",15,15
"2492","M4","P06","2009/9",11,12
"2493","M4","P09","2005/10",46,50
"2494","M4","P09","2005/11",55,69
"2495","M4","P09","2005/12",50,55
"2496","M4","P09","2005/4",8,9
"2497","M4","P09","2005/5",7,8
"2498","M4","P09","2005/6",15,16
"2499","M4","P09","2005/7",33,40
"2500","M4","P09","2005/8",37,41
"2501","M4","P09","2005/9",35,36
"2502","M4","P09","2006/1",56,68
"2503","M4","P09","2006/10",80,97
"2504","M4","P09","2006/11",107,120
"2505","M4","P09","2006/12",100,111
"2506","M4","P09","2006/2",54,62
"2507","M4","P09","2006/3",90,118
"2508","M4","P09","2006/4",56,68
"2509","M4","P09","2006/5",75,85
"2510","M4","P09","2006/6",54,63
"2511","M4","P09","2006/7",78,87
"2512","M4","P09","2006/8",80,90
"2513","M4","P09","2006/9",76,91
"2514","M4","P09","2007/1",116,130
"2515","M4","P09","2007/10",86,111
"2516","M4","P09","2007/11",65,86
"2517","M4","P09","2007/12",57,69
"2518","M4","P09","2007/2",121,145
"2519","M4","P09","2007/3",148,176
"2520","M4","P09","2007/4",127,145
"2521","M4","P09","2007/5",89,110
"2522","M4","P09","2007/6",99,119
"2523","M4","P09","2007/7",104,131
"2524","M4","P09","2007/8",70,83
"2525","M4","P09","2007/9",95,125
"2526","M4","P09","2008/1",70,83
"2527","M4","P09","2008/10",5,5
"2528","M4","P09","2008/11",3,3
"2529","M4","P09","2008/12",6,6
"2530","M4","P09","2008/2",29,37
"2531","M4","P09","2008/3",39,48
"2532","M4","P09","2008/4",32,42
"2533","M4","P09","2008/5",11,12
"2534","M4","P09","2008/6",9,10
"2535","M4","P09","2008/7",8,9
"2536","M4","P09","2008/8",10,11
"2537","M4","P09","2008/9",4,5
"2538","M4","P09","2009/1",9,9
"2539","M4","P09","2009/10",3,3
"2540","M4","P09","2009/11",4,4
"2541","M4","P09","2009/12",4,5
"2542","M4","P09","2009/2",7,7
"2543","M4","P09","2009/3",5,5
"2544","M4","P09","2009/4",5,5
"2545","M4","P09","2009/5",5,6
"2546","M4","P09","2009/6",2,2
"2547","M4","P09","2009/7",3,4
"2548","M4","P09","2009/8",1,1
"2549","M4","P09","2009/9",4,4
"2550","M4","P10","2005/12",1,1
"2551","M4","P10","2006/1",1,1
"2552","M4","P10","2006/12",1,1
"2553","M4","P10","2008/11",1,1
"2554","M4","P10","2009/6",1,1
"2555","M4","P11","2005/10",9,9
"2556","M4","P11","2005/11",18,19
"2557","M4","P11","2005/12",10,10
"2558","M4","P11","2005/2",1,1
"2559","M4","P11","2005/4",3,3
"2560","M4","P11","2005/5",2,2
"2561","M4","P11","2005/6",5,5
"2562","M4","P11","2005/7",8,8
"2563","M4","P11","2005/8",5,5
"2564","M4","P11","2005/9",19,19
"2565","M4","P11","2006/1",12,12
"2566","M4","P11","2006/10",16,16
"2567","M4","P11","2006/11",11,12
"2568","M4","P11","2006/12",13,13
"2569","M4","P11","2006/2",18,18
"2570","M4","P11","2006/3",17,17
"2571","M4","P11","2006/4",10,12
"2572","M4","P11","2006/5",13,14
"2573","M4","P11","2006/6",11,11
"2574","M4","P11","2006/7",14,14
"2575","M4","P11","2006/8",9,9
"2576","M4","P11","2006/9",15,15
"2577","M4","P11","2007/1",15,15
"2578","M4","P11","2007/10",9,9
"2579","M4","P11","2007/11",3,3
"2580","M4","P11","2007/12",6,6
"2581","M4","P11","2007/2",16,16
"2582","M4","P11","2007/3",14,14
"2583","M4","P11","2007/4",12,12
"2584","M4","P11","2007/5",8,8
"2585","M4","P11","2007/6",9,10
"2586","M4","P11","2007/7",6,6
"2587","M4","P11","2007/8",9,9
"2588","M4","P11","2007/9",7,7
"2589","M4","P11","2008/1",2,2
"2590","M4","P11","2008/12",1,1
"2591","M4","P11","2008/2",4,4
"2592","M4","P11","2008/3",2,2
"2593","M4","P11","2008/4",3,3
"2594","M4","P11","2008/5",2,2
"2595","M4","P11","2008/6",3,3
"2596","M4","P11","2008/8",1,1
"2597","M4","P11","2008/9",1,1
"2598","M4","P11","2009/1",1,1
"2599","M4","P11","2009/12",1,1
"2600","M4","P11","2009/3",3,3
"2601","M4","P11","2009/6",1,1
"2602","M4","P11","2009/7",1,1
"2603","M4","P11","2009/8",1,1
"2604","M4","P12","2005/10",265,287
"2605","M4","P12","2005/11",307,348
"2606","M4","P12","2005/12",285,310
"2607","M4","P12","2005/3",9,9
"2608","M4","P12","2005/4",41,42
"2609","M4","P12","2005/5",67,76
"2610","M4","P12","2005/6",133,145
"2611","M4","P12","2005/7",164,180
"2612","M4","P12","2005/8",237,253
"2613","M4","P12","2005/9",233,248
"2614","M4","P12","2006/1",323,376
"2615","M4","P12","2006/10",206,232
"2616","M4","P12","2006/11",177,199
"2617","M4","P12","2006/12",167,183
"2618","M4","P12","2006/2",404,457
"2619","M4","P12","2006/3",502,555
"2620","M4","P12","2006/4",385,440
"2621","M4","P12","2006/5",277,315
"2622","M4","P12","2006/6",238,267
"2623","M4","P12","2006/7",308,349
"2624","M4","P12","2006/8",289,322
"2625","M4","P12","2006/9",260,289
"2626","M4","P12","2007/1",222,257
"2627","M4","P12","2007/10",176,242
"2628","M4","P12","2007/11",118,149
"2629","M4","P12","2007/12",101,138
"2630","M4","P12","2007/2",244,299
"2631","M4","P12","2007/3",201,236
"2632","M4","P12","2007/4",208,248
"2633","M4","P12","2007/5",173,215
"2634","M4","P12","2007/6",197,245
"2635","M4","P12","2007/7",202,254
"2636","M4","P12","2007/8",220,287
"2637","M4","P12","2007/9",182,227
"2638","M4","P12","2008/1",79,108
"2639","M4","P12","2008/10",36,42
"2640","M4","P12","2008/11",55,59
"2641","M4","P12","2008/12",65,77
"2642","M4","P12","2008/2",54,81
"2643","M4","P12","2008/3",55,78
"2644","M4","P12","2008/4",29,47
"2645","M4","P12","2008/5",23,34
"2646","M4","P12","2008/6",29,40
"2647","M4","P12","2008/7",25,33
"2648","M4","P12","2008/8",22,30
"2649","M4","P12","2008/9",28,37
"2650","M4","P12","2009/1",56,64
"2651","M4","P12","2009/10",6,9
"2652","M4","P12","2009/11",4,7
"2653","M4","P12","2009/12",6,6
"2654","M4","P12","2009/2",38,42
"2655","M4","P12","2009/3",17,22
"2656","M4","P12","2009/4",11,16
"2657","M4","P12","2009/5",9,10
"2658","M4","P12","2009/6",13,13
"2659","M4","P12","2009/7",10,13
"2660","M4","P12","2009/8",10,13
"2661","M4","P12","2009/9",13,17
"2662","M4","P13","2005/10",35,38
"2663","M4","P13","2005/11",47,57
"2664","M4","P13","2005/12",30,34
"2665","M4","P13","2005/3",1,1
"2666","M4","P13","2005/4",5,5
"2667","M4","P13","2005/5",10,10
"2668","M4","P13","2005/6",20,20
"2669","M4","P13","2005/7",30,31
"2670","M4","P13","2005/8",35,36
"2671","M4","P13","2005/9",23,26
"2672","M4","P13","2006/1",31,33
"2673","M4","P13","2006/10",17,17
"2674","M4","P13","2006/11",30,31
"2675","M4","P13","2006/12",36,36
"2676","M4","P13","2006/2",37,40
"2677","M4","P13","2006/3",67,71
"2678","M4","P13","2006/4",76,80
"2679","M4","P13","2006/5",55,58
"2680","M4","P13","2006/6",22,23
"2681","M4","P13","2006/7",28,28
"2682","M4","P13","2006/8",23,23
"2683","M4","P13","2006/9",18,18
"2684","M4","P13","2007/1",25,26
"2685","M4","P13","2007/10",18,18
"2686","M4","P13","2007/11",18,18
"2687","M4","P13","2007/12",13,14
"2688","M4","P13","2007/2",29,29
"2689","M4","P13","2007/3",28,28
"2690","M4","P13","2007/4",23,23
"2691","M4","P13","2007/5",15,15
"2692","M4","P13","2007/6",17,17
"2693","M4","P13","2007/7",22,22
"2694","M4","P13","2007/8",20,20
"2695","M4","P13","2007/9",20,20
"2696","M4","P13","2008/1",13,13
"2697","M4","P13","2008/10",3,3
"2698","M4","P13","2008/11",1,1
"2699","M4","P13","2008/12",3,3
"2700","M4","P13","2008/2",9,9
"2701","M4","P13","2008/3",12,12
"2702","M4","P13","2008/4",6,6
"2703","M4","P13","2008/5",6,6
"2704","M4","P13","2008/6",2,2
"2705","M4","P13","2008/7",3,3
"2706","M4","P13","2008/8",4,4
"2707","M4","P13","2008/9",4,4
"2708","M4","P13","2009/3",2,2
"2709","M4","P15","2005/10",26,28
"2710","M4","P15","2005/11",34,34
"2711","M4","P15","2005/12",25,26
"2712","M4","P15","2005/3",4,4
"2713","M4","P15","2005/4",4,4
"2714","M4","P15","2005/5",6,6
"2715","M4","P15","2005/6",15,15
"2716","M4","P15","2005/7",21,21
"2717","M4","P15","2005/8",36,37
"2718","M4","P15","2005/9",27,27
"2719","M4","P15","2006/1",47,47
"2720","M4","P15","2006/10",55,55
"2721","M4","P15","2006/11",71,71
"2722","M4","P15","2006/12",54,54
"2723","M4","P15","2006/2",38,40
"2724","M4","P15","2006/3",59,59
"2725","M4","P15","2006/4",56,56
"2726","M4","P15","2006/5",57,58
"2727","M4","P15","2006/6",59,60
"2728","M4","P15","2006/7",76,77
"2729","M4","P15","2006/8",69,70
"2730","M4","P15","2006/9",73,73
"2731","M4","P15","2007/1",66,67
"2732","M4","P15","2007/10",40,40
"2733","M4","P15","2007/11",40,40
"2734","M4","P15","2007/12",19,19
"2735","M4","P15","2007/2",80,82
"2736","M4","P15","2007/3",73,73
"2737","M4","P15","2007/4",69,69
"2738","M4","P15","2007/5",50,50
"2739","M4","P15","2007/6",53,53
"2740","M4","P15","2007/7",43,43
"2741","M4","P15","2007/8",61,61
"2742","M4","P15","2007/9",54,55
"2743","M4","P15","2008/1",19,19
"2744","M4","P15","2008/10",1,1
"2745","M4","P15","2008/11",6,6
"2746","M4","P15","2008/12",2,2
"2747","M4","P15","2008/2",14,14
"2748","M4","P15","2008/3",13,13
"2749","M4","P15","2008/4",9,9
"2750","M4","P15","2008/5",11,11
"2751","M4","P15","2008/6",5,5
"2752","M4","P15","2008/7",4,4
"2753","M4","P15","2008/8",6,6
"2754","M4","P15","2008/9",4,4
"2755","M4","P15","2009/1",2,2
"2756","M4","P15","2009/10",1,1
"2757","M4","P15","2009/11",1,1
"2758","M4","P15","2009/12",2,2
"2759","M4","P15","2009/3",2,2
"2760","M4","P15","2009/4",2,3
"2761","M4","P15","2009/5",1,1
"2762","M4","P15","2009/6",1,1
"2763","M4","P15","2009/8",2,2
"2764","M4","P15","2009/9",1,1
"2765","M4","P16","2005/10",79,80
"2766","M4","P16","2005/11",69,71
"2767","M4","P16","2005/12",66,66
"2768","M4","P16","2005/2",1,1
"2769","M4","P16","2005/3",1,1
"2770","M4","P16","2005/4",15,15
"2771","M4","P16","2005/5",13,14
"2772","M4","P16","2005/6",24,24
"2773","M4","P16","2005/7",55,55
"2774","M4","P16","2005/8",72,73
"2775","M4","P16","2005/9",79,79
"2776","M4","P16","2006/1",82,83
"2777","M4","P16","2006/10",145,146
"2778","M4","P16","2006/11",166,166
"2779","M4","P16","2006/12",131,131
"2780","M4","P16","2006/2",102,103
"2781","M4","P16","2006/3",128,130
"2782","M4","P16","2006/4",150,151
"2783","M4","P16","2006/5",126,127
"2784","M4","P16","2006/6",112,113
"2785","M4","P16","2006/7",185,185
"2786","M4","P16","2006/8",161,161
"2787","M4","P16","2006/9",169,169
"2788","M4","P16","2007/1",115,115
"2789","M4","P16","2007/10",88,88
"2790","M4","P16","2007/11",80,80
"2791","M4","P16","2007/12",62,62
"2792","M4","P16","2007/2",156,156
"2793","M4","P16","2007/3",150,150
"2794","M4","P16","2007/4",139,139
"2795","M4","P16","2007/5",103,103
"2796","M4","P16","2007/6",117,118
"2797","M4","P16","2007/7",119,119
"2798","M4","P16","2007/8",102,102
"2799","M4","P16","2007/9",84,84
"2800","M4","P16","2008/1",49,49
"2801","M4","P16","2008/10",11,11
"2802","M4","P16","2008/11",10,10
"2803","M4","P16","2008/12",17,19
"2804","M4","P16","2008/2",37,38
"2805","M4","P16","2008/3",45,45
"2806","M4","P16","2008/4",31,31
"2807","M4","P16","2008/5",39,40
"2808","M4","P16","2008/6",29,31
"2809","M4","P16","2008/7",26,26
"2810","M4","P16","2008/8",24,25
"2811","M4","P16","2008/9",36,36
"2812","M4","P16","2009/1",11,11
"2813","M4","P16","2009/10",8,8
"2814","M4","P16","2009/11",6,6
"2815","M4","P16","2009/12",6,6
"2816","M4","P16","2009/2",5,5
"2817","M4","P16","2009/3",15,15
"2818","M4","P16","2009/4",9,9
"2819","M4","P16","2009/5",7,7
"2820","M4","P16","2009/6",11,11
"2821","M4","P16","2009/7",7,8
"2822","M4","P16","2009/8",13,13
"2823","M4","P16","2009/9",6,6
"2824","M4","P17","2005/10",6,8
"2825","M4","P17","2005/11",16,16
"2826","M4","P17","2005/12",6,6
"2827","M4","P17","2005/3",1,1
"2828","M4","P17","2005/4",1,1
"2829","M4","P17","2005/5",3,3
"2830","M4","P17","2005/6",2,2
"2831","M4","P17","2005/7",3,3
"2832","M4","P17","2005/8",3,3
"2833","M4","P17","2005/9",5,5
"2834","M4","P17","2006/1",12,12
"2835","M4","P17","2006/10",23,23
"2836","M4","P17","2006/11",17,18
"2837","M4","P17","2006/12",17,17
"2838","M4","P17","2006/2",14,15
"2839","M4","P17","2006/3",19,19
"2840","M4","P17","2006/4",19,19
"2841","M4","P17","2006/5",7,7
"2842","M4","P17","2006/6",18,18
"2843","M4","P17","2006/7",15,16
"2844","M4","P17","2006/8",11,11
"2845","M4","P17","2006/9",21,21
"2846","M4","P17","2007/1",11,12
"2847","M4","P17","2007/10",12,12
"2848","M4","P17","2007/11",5,5
"2849","M4","P17","2007/12",7,7
"2850","M4","P17","2007/2",19,19
"2851","M4","P17","2007/3",14,15
"2852","M4","P17","2007/4",16,16
"2853","M4","P17","2007/5",11,12
"2854","M4","P17","2007/6",14,14
"2855","M4","P17","2007/7",15,15
"2856","M4","P17","2007/8",9,9
"2857","M4","P17","2007/9",10,10
"2858","M4","P17","2008/1",4,4
"2859","M4","P17","2008/2",9,9
"2860","M4","P17","2008/3",9,11
"2861","M4","P17","2008/4",5,6
"2862","M4","P17","2008/5",3,3
"2863","M4","P17","2008/6",4,4
"2864","M4","P17","2008/7",3,3
"2865","M4","P17","2008/8",6,6
"2866","M4","P17","2009/1",1,1
"2867","M4","P17","2009/12",1,1
"2868","M4","P17","2009/3",3,3
"2869","M4","P17","2009/4",2,3
"2870","M4","P17","2009/6",1,1
"2871","M4","P17","2009/7",1,1
"2872","M4","P19","2005/10",1,2
"2873","M4","P19","2005/11",7,8
"2874","M4","P19","2005/12",4,4
"2875","M4","P19","2005/3",1,1
"2876","M4","P19","2005/4",4,4
"2877","M4","P19","2005/5",1,1
"2878","M4","P19","2005/6",5,5
"2879","M4","P19","2005/7",2,2
"2880","M4","P19","2005/8",8,8
"2881","M4","P19","2005/9",2,2
"2882","M4","P19","2006/1",14,14
"2883","M4","P19","2006/10",6,6
"2884","M4","P19","2006/11",8,8
"2885","M4","P19","2006/12",14,14
"2886","M4","P19","2006/2",8,9
"2887","M4","P19","2006/3",10,11
"2888","M4","P19","2006/4",9,9
"2889","M4","P19","2006/5",6,6
"2890","M4","P19","2006/6",11,11
"2891","M4","P19","2006/7",11,11
"2892","M4","P19","2006/8",8,8
"2893","M4","P19","2006/9",10,10
"2894","M4","P19","2007/1",7,7
"2895","M4","P19","2007/10",6,6
"2896","M4","P19","2007/11",5,5
"2897","M4","P19","2007/12",4,4
"2898","M4","P19","2007/2",6,6
"2899","M4","P19","2007/3",10,10
"2900","M4","P19","2007/4",7,7
"2901","M4","P19","2007/5",11,11
"2902","M4","P19","2007/6",8,8
"2903","M4","P19","2007/7",9,9
"2904","M4","P19","2007/8",9,10
"2905","M4","P19","2007/9",6,6
"2906","M4","P19","2008/1",3,3
"2907","M4","P19","2008/10",2,2
"2908","M4","P19","2008/3",3,3
"2909","M4","P19","2008/4",4,4
"2910","M4","P19","2009/1",1,1
"2911","M4","P19","2009/4",1,1
"2912","M4","P20","2005/10",96,97
"2913","M4","P20","2005/11",143,147
"2914","M4","P20","2005/12",144,151
"2915","M4","P20","2005/2",1,1
"2916","M4","P20","2005/3",2,2
"2917","M4","P20","2005/4",14,14
"2918","M4","P20","2005/5",21,22
"2919","M4","P20","2005/6",36,38
"2920","M4","P20","2005/7",66,66
"2921","M4","P20","2005/8",83,86
"2922","M4","P20","2005/9",100,101
"2923","M4","P20","2006/1",190,191
"2924","M4","P20","2006/10",258,263
"2925","M4","P20","2006/11",234,238
"2926","M4","P20","2006/12",221,224
"2927","M4","P20","2006/2",192,198
"2928","M4","P20","2006/3",238,247
"2929","M4","P20","2006/4",241,249
"2930","M4","P20","2006/5",221,226
"2931","M4","P20","2006/6",228,239
"2932","M4","P20","2006/7",259,265
"2933","M4","P20","2006/8",219,221
"2934","M4","P20","2006/9",275,281
"2935","M4","P20","2007/1",242,248
"2936","M4","P20","2007/10",106,108
"2937","M4","P20","2007/11",96,98
"2938","M4","P20","2007/12",75,75
"2939","M4","P20","2007/2",263,267
"2940","M4","P20","2007/3",277,279
"2941","M4","P20","2007/4",241,242
"2942","M4","P20","2007/5",196,196
"2943","M4","P20","2007/6",188,190
"2944","M4","P20","2007/7",180,180
"2945","M4","P20","2007/8",157,158
"2946","M4","P20","2007/9",138,141
"2947","M4","P20","2008/1",47,47
"2948","M4","P20","2008/10",6,6
"2949","M4","P20","2008/11",4,4
"2950","M4","P20","2008/12",10,11
"2951","M4","P20","2008/2",46,46
"2952","M4","P20","2008/3",49,49
"2953","M4","P20","2008/4",20,20
"2954","M4","P20","2008/5",14,14
"2955","M4","P20","2008/6",12,12
"2956","M4","P20","2008/7",10,10
"2957","M4","P20","2008/8",13,13
"2958","M4","P20","2008/9",6,8
"2959","M4","P20","2009/1",3,3
"2960","M4","P20","2009/11",1,1
"2961","M4","P20","2009/12",1,2
"2962","M4","P20","2009/3",3,3
"2963","M4","P20","2009/4",3,3
"2964","M4","P20","2009/5",1,1
"2965","M4","P20","2009/6",2,2
"2966","M4","P20","2009/7",1,1
"2967","M4","P20","2009/8",2,2
"2968","M4","P21","2005/10",88,88
"2969","M4","P21","2005/11",121,122
"2970","M4","P21","2005/12",89,90
"2971","M4","P21","2005/3",7,7
"2972","M4","P21","2005/4",15,15
"2973","M4","P21","2005/5",33,33
"2974","M4","P21","2005/6",46,47
"2975","M4","P21","2005/7",56,56
"2976","M4","P21","2005/8",101,102
"2977","M4","P21","2005/9",109,111
"2978","M4","P21","2006/1",121,122
"2979","M4","P21","2006/10",89,89
"2980","M4","P21","2006/11",76,77
"2981","M4","P21","2006/12",42,42
"2982","M4","P21","2006/2",138,144
"2983","M4","P21","2006/3",156,162
"2984","M4","P21","2006/4",157,158
"2985","M4","P21","2006/5",138,141
"2986","M4","P21","2006/6",100,102
"2987","M4","P21","2006/7",134,134
"2988","M4","P21","2006/8",71,71
"2989","M4","P21","2006/9",78,78
"2990","M4","P21","2007/1",47,47
"2991","M4","P21","2007/10",17,17
"2992","M4","P21","2007/11",18,18
"2993","M4","P21","2007/12",19,19
"2994","M4","P21","2007/2",42,43
"2995","M4","P21","2007/3",40,40
"2996","M4","P21","2007/4",30,30
"2997","M4","P21","2007/5",28,28
"2998","M4","P21","2007/6",28,30
"2999","M4","P21","2007/7",10,10
"3000","M4","P21","2007/8",16,16
"3001","M4","P21","2007/9",28,28
"3002","M4","P21","2008/1",10,10
"3003","M4","P21","2008/10",9,9
"3004","M4","P21","2008/11",7,7
"3005","M4","P21","2008/12",7,7
"3006","M4","P21","2008/2",14,15
"3007","M4","P21","2008/3",9,9
"3008","M4","P21","2008/4",13,13
"3009","M4","P21","2008/5",8,8
"3010","M4","P21","2008/6",6,6
"3011","M4","P21","2008/7",12,12
"3012","M4","P21","2008/8",5,5
"3013","M4","P21","2008/9",8,8
"3014","M4","P21","2009/1",5,6
"3015","M4","P21","2009/10",2,2
"3016","M4","P21","2009/11",3,3
"3017","M4","P21","2009/2",5,5
"3018","M4","P21","2009/3",4,4
"3019","M4","P21","2009/4",6,7
"3020","M4","P21","2009/5",1,1
"3021","M4","P21","2009/6",4,4
"3022","M4","P21","2009/7",4,4
"3023","M4","P21","2009/8",8,8
"3024","M4","P21","2009/9",4,4
"3025","M4","P22","2005/10",14,14
"3026","M4","P22","2005/11",18,19
"3027","M4","P22","2005/12",16,16
"3028","M4","P22","2005/3",2,2
"3029","M4","P22","2005/4",4,4
"3030","M4","P22","2005/5",2,2
"3031","M4","P22","2005/6",8,8
"3032","M4","P22","2005/7",7,7
"3033","M4","P22","2005/8",9,9
"3034","M4","P22","2005/9",15,15
"3035","M4","P22","2006/1",19,19
"3036","M4","P22","2006/10",56,56
"3037","M4","P22","2006/11",74,75
"3038","M4","P22","2006/12",54,54
"3039","M4","P22","2006/2",19,19
"3040","M4","P22","2006/3",43,44
"3041","M4","P22","2006/4",39,40
"3042","M4","P22","2006/5",48,48
"3043","M4","P22","2006/6",61,62
"3044","M4","P22","2006/7",71,72
"3045","M4","P22","2006/8",36,36
"3046","M4","P22","2006/9",32,33
"3047","M4","P22","2007/1",27,27
"3048","M4","P22","2007/10",24,24
"3049","M4","P22","2007/11",26,26
"3050","M4","P22","2007/12",17,17
"3051","M4","P22","2007/2",58,58
